name	gender	age_group	swim	T1	bike	T2	run	total	year	competition
Daníel Karlsson	M	30-39	42:58	1:37	2:55:24	1:08	1:47:39	5:28:49	2015	Jarnmadurinn Iceland
Sigurþór Halldórsson	M	30-39	44:11	3:18	3:00:15	2:33	1:42:14	5:32:33	2015	Jarnmadurinn Iceland
Sigurgeir Vilhjalmsson	M	40-49	38:35	3:14	2:52:07	2:28	1:59:00	5:35:27	2015	Jarnmadurinn Iceland
Guðjón Karl Traustason	M	30-39	44:38	5:03	2:54:00	1:34	1:50:48	5:36:06	2015	Jarnmadurinn Iceland
Telma Matthíasdóttir	F	30-39	34:37	1:42	2:58:26	0:58	2:01:39	5:37:24	2015	Jarnmadurinn Iceland
Smari Rúnar Þorvaldsson	M	40-49	41:27	2:00	3:14:10	1:29	1:41:55	5:41:03	2015	Jarnmadurinn Iceland
Pétur Einarsson	M	50-99	43:07	4:46	2:58:34	1:27	1:50:06	5:42:02*	2015	Jarnmadurinn Iceland
Margrét Pálsdóttir	F	30-39	49:36	3:24	3:04:26	1:13	1:49:20	5:48:01	2015	Jarnmadurinn Iceland
Guðmundur Herbe Bjarnason	M	50-99	40:47	1:45	2:54:18	1:12	2:14:24	5:52:29	2015	Jarnmadurinn Iceland
Halldóra Matthíasdóttir	F	40-49	40:12	2:46	3:07:50	1:26	2:01:52	5:54:08	2015	Jarnmadurinn Iceland
Ari Oddsson	M	40-49	38:07	3:38	3:24:15	2:07	1:51:06	5:59:15	2015	Jarnmadurinn Iceland
Þórhallur Halldórsson	M	40-49	34:07	2:49	3:13:26	1:54	2:13:29	6:05:48	2015	Jarnmadurinn Iceland
Stephen Patrick Bustos	M	50-99	51:08	4:34	3:05:42	1:43	2:10:50	6:13:59	2015	Jarnmadurinn Iceland
Ólafur Þór Magnússon	M	40-49	1:12:28	4:05	2:49:40	2:00	2:11:50	6:20:05	2015	Jarnmadurinn Iceland
Anna Helgadóttir	F	40-49	37:36	2:42	3:24:06	3:02	2:13:30	6:20:58	2015	Jarnmadurinn Iceland
Irina Óskarsdóttir	F	40-49	40:46	3:48	3:13:36	1:36	2:21:22	6:21:10	2015	Jarnmadurinn Iceland
Friðrik Guðmundsson	M	50-99	40:53	2:55	3:26:46	1:42	2:09:17	6:21:37	2015	Jarnmadurinn Iceland
Gisli S Asgeirsson	M	50-99	44:39	5:04	3:28:00	2:14	2:15:35	6:35:34	2015	Jarnmadurinn Iceland
Svavar Svavarsson	M	50-99	41:09	5:35	3:35:22	3:01	2:14:38	6:39:47	2015	Jarnmadurinn Iceland
Guðrún Björk Geirsdóttir	F	45.0	46:07	5:50	3:37:36	1:46	2:23:33	6:54:54	2015	Jarnmadurinn Iceland
Margrét Valdimarsdóttir	F	40-49	40:25	3:45	3:19:13	4:03	2:49:49	6:57:17	2015	Jarnmadurinn Iceland
Sigríður Sigurðardóttir	F	50-99	50:59	4:40	3:37:46	2:07	2:24:22	6:59:56	2015	Jarnmadurinn Iceland
Arndís Björnsdóttir	F	40-49	41:20	5:46	3:51:09	3:52	2:19:18	7:01:26	2015	Jarnmadurinn Iceland
Chris McCormack	40-49		27:17	2:10	2:38:45	2:05			2015	Jarnmadurinn Iceland
Árni Einarsson	30-39		51:25	2:38	3:32:58				2015	Jarnmadurinn Iceland
Pétur Már Ómarsson	30-39		35:50	2:40					2015	Jarnmadurinn Iceland
Stefán Karl Sævarsson	M	35	00:29:02	00:00:55	03:29:05	00:01:22	00:20:48	04:21:12	2019	Laugarvatn
Geir Ómarsson	M	40	00:33:09	00:00:44	03:27:57	00:00:36	00:19:38	04:22:04	2019	Laugarvatn
Sigurður Tómas Þórisson	M	40	00:38:13	00:00:40	03:38:13	00:00:54	00:20:44	04:38:44	2019	Laugarvatn
Olafur Gunnarsson	M	45	00:38:12	00:01:47	04:05:20	00:01:04	00:23:34	05:09:57	2019	Laugarvatn
Yngvi Jósef Yngvason	M	40	00:37:11	00:03:23	04:03:34	00:02:02	00:27:42	05:13:52	2019	Laugarvatn
Rafnkell Jónsson	M	55	00:40:30	00:03:15	04:09:14	00:01:55	00:26:08	05:21:02	2019	Laugarvatn
Putnoki Ferenc	M	30	00:42:49	00:02:43	04:16:15	00:01:28	00:25:08	05:28:23	2019	Laugarvatn
Sölvi Þórðarson	M	35	00:43:38	00:04:20	04:12:40	00:01:26	00:28:04	05:30:08	2019	Laugarvatn
Arnar Benjamín Ingólfsson	M	35	00:43:45	00:02:59	04:24:13	00:01:12	00:24:12	05:36:21	2019	Laugarvatn
Hafliði Sævarsson	M	50	00:39:16	00:02:44	04:26:40	00:01:38	00:27:17	05:37:35	2019	Laugarvatn
Sveinn Símonarson	M	55	00:37:16	00:01:30	04:32:53	00:01:18	00:30:01	05:42:58	2019	Laugarvatn
Egill Gylfason	M	30	00:34:31	00:01:28	04:39:37	00:01:20	00:29:07	05:46:03	2019	Laugarvatn
Sólberg Bjarnason	M	45	00:38:14	00:01:03	04:48:17	00:02:42	00:36:15	06:06:31	2019	Laugarvatn
Þórsteinn Ágústsson	M	45	00:42:38	00:04:54	05:19:47	00:02:15	00:29:55	06:39:29	2019	Laugarvatn
Kristinn Óli Hallsson	M	40	01:07:20	00:07:16	04:51:48	00:03:26	00:33:14	06:43:04	2019	Laugarvatn
Kolbeinn Sigurðsson	M	60	00:47:10	00:04:05	05:35:23	00:02:13	00:40:15	07:09:06	2019	Laugarvatn
Haraldur Bergsson	M	35	00:50:56	00:06:32	05:32:56	00:03:12	00:36:38	07:10:14	2019	Laugarvatn
Brynhildur Georgsdóttir	F	50	00:41:13	00:02:55	04:32:50	00:01:11	00:26:52	05:45:01	2019	Laugarvatn
Eva Ólafsdóttir	F	45	00:46:24	00:01:58	04:57:38	00:01:49	00:26:53	06:14:42	2019	Laugarvatn
Karen Axelsdóttir	F	45	00:36:38	00:02:02	04:20:15	00:01:00	00:26:42	05:26:37	2020	Laugarvatn
Þórunn Margrét  Gunnarsdóttir	F	45	00:36:39	00:02:08	04:31:22	00:01:01	00:24:58	05:36:08	2020	Laugarvatn
Helen Ólafsdóttir	F	45	00:52:08	00:05:21	04:38:53	00:01:55	00:24:31	06:02:48	2020	Laugarvatn
Katrín  Pàlsdóttir	F	35	00:45:39	00:03:27	04:42:57	00:01:49	00:32:08	06:06:00	2020	Laugarvatn
Valerie  Maier	F	50	00:39:46	00:03:29	05:08:03	00:02:28	00:29:37	06:23:23	2020	Laugarvatn
Rúna Rut Ragnarsdóttir	F	40	00:50:53	00:03:55	05:24:51	00:02:35	00:31:04	06:53:18	2020	Laugarvatn
Guðrún Björk Geirsdóttir	F	50	00:51:37	00:04:00	05:32:29	00:02:06	00:35:07	07:05:19	2020	Laugarvatn
Björg  Kjartansdóttir	F	50	00:55:05	00:06:43	05:39:40	00:04:31	00:34:49	07:20:48	2020	Laugarvatn
Sigurður Örn Ragnarsson	M	25	00:26:42	00:00:55	03:25:04	00:01:24	00:20:04	04:14:09	2020	Laugarvatn
Geir Omarsson	M	45	00:38:39	00:00:55	03:33:49	00:00:55	00:20:40	04:34:58	2020	Laugarvatn
Stefán Karl Sævarsson	M	35	00:31:44	00:01:19	03:39:28	00:01:14	00:21:33	04:35:18	2020	Laugarvatn
Pétur  Guðnason	M	30	00:34:23	00:01:00	03:45:43	00:01:00	00:22:42	04:44:48	2020	Laugarvatn
Bjarni Jakob  Gunnarsson	M	35	00:37:46	00:01:46	03:58:08	00:01:18	00:22:06	05:01:04	2020	Laugarvatn
Sigurður Tómas Þórisson	M	40	00:46:59	00:01:44	03:51:29	00:00:59	00:21:16	05:02:27	2020	Laugarvatn
Eiríkur Jóhannsson	M	40	00:45:19	00:02:05	04:13:37	00:01:12	00:27:33	05:29:46	2020	Laugarvatn
Rúnar Bragason	M	45	00:51:18	00:01:50	04:11:31	00:01:41	00:24:11	05:30:31	2020	Laugarvatn
Guðjón  Traustason	M	40	00:42:29	00:05:26	04:28:58	00:02:22	00:26:40	05:45:55	2020	Laugarvatn
Hafliði Sævarsson	M	50	00:42:35	00:03:46	04:34:05	00:02:32	00:28:12	05:51:10	2020	Laugarvatn
Ágúst Ævar Gunnarsson	M	40	00:44:56	00:03:14	04:47:35	00:01:09	00:24:30	06:01:24	2020	Laugarvatn
Trausti Valdimarsson	M	60	00:46:56	00:02:39	05:04:14	00:01:05	00:27:43	06:22:37	2020	Laugarvatn
Hákon Jónsson	M	35	00:34:26	00:02:43	05:18:38	00:01:19	00:28:38	06:25:44	2020	Laugarvatn
Hilmar Þór Karlsson	M	45	00:49:55	00:03:58	05:26:18	00:01:46	00:29:14	06:51:11	2020	Laugarvatn
Jóhann Ari Jóhannsson	M	30	00:52:23	00:06:07	05:34:16	00:02:22	00:28:26	07:03:34	2020	Laugarvatn
Fabrice MALOIGNE	M	50	00:58:56	00:06:06	06:12:57	00:02:58	00:35:09	07:56:06	2020	Laugarvatn
Deividas Matkevicius	M	25	00:53:34	00:03:46	04:58:25	00:01:16	00:27:27	06:24:28	2020	Laugarvatn
Guðjón  Gíslason	M	35	00:44:20	00:03:00	05:08:05	00:01:21	00:29:15	06:26:01	2020	Laugarvatn
Atli Þór Jakobsson	M	40	00:52:27	00:05:13	05:03:56	00:02:40	00:27:31	06:31:47	2020	Laugarvatn
Viktor Kristjánsson	M	30	00:45:54	00:04:09	05:18:01	00:02:22	00:27:01	06:37:27	2020	Laugarvatn
Sólberg  Bjarnason	M	45	00:49:32	00:05:05	05:11:03	00:03:16	00:36:01	06:44:57	2020	Laugarvatn
Reynir Gretarsson	M	25	00:54:10	00:05:37	05:21:27	00:02:07	00:29:32	06:52:53	2020	Laugarvatn
Albert Högnason	M	60	00:48:36	00:05:54	05:46:36	00:02:53	00:33:38	07:17:37	2020	Laugarvatn
Anna Sæunn Ólafsdóttir	F	30	01:00:39	00:03:36	05:57:57	00:02:56	00:32:51	07:37:59	2020	Laugarvatn
Sigurður Örn Ragnarsson	M	30	00:24:52	00:01:03	03:21:12	00:00:48	00:19:55	04:07:50	2021	Laugarvatn
Hákon Hrafn Sigurðsson	M	45	00:32:56	00:00:57	03:23:43	00:00:51	00:20:31	04:18:58	2021	Laugarvatn
Stefan Saevarsson	M	35	00:27:22	00:00:56	03:41:09	00:00:58	00:23:41	04:34:06	2021	Laugarvatn
Arkadiusz Przybyla	M	25	00:31:26	00:01:45	03:53:31	00:01:01	00:22:36	04:50:19	2021	Laugarvatn
Eiríkur Jóhannsson	M	40	00:37:15	00:01:06	03:51:22	00:01:52	00:26:06	04:57:41	2021	Laugarvatn
Kjartan Sigurdsson	M	30	00:41:00	00:01:35	04:12:48	00:01:47	00:24:51	05:22:01	2021	Laugarvatn
Magnús Bragi Ingólfsson	M	30	00:41:02	00:02:14	04:13:45	00:01:11	00:27:42	05:25:54	2021	Laugarvatn
Hrafnhildur Georgsdóttir	F	45	00:36:34	00:02:25	04:23:48	00:01:08	00:25:27	05:29:22	2021	Laugarvatn
Guðjón  Gíslason	M	40	00:39:11	00:03:11	04:23:57	00:00:57	00:27:20	05:34:36	2021	Laugarvatn
Gudjon Traustason	M	40	00:38:14	00:02:48	04:32:57	00:01:43	00:26:55	05:42:37	2021	Laugarvatn
Ewa Przybyła	F	25	00:41:12	00:02:47	04:29:04	00:02:06	00:28:06	05:43:15	2021	Laugarvatn
Gísli Matthías Sigmarsson	M	50	00:39:12	00:04:19	04:30:50	00:01:22	00:28:47	05:44:30	2021	Laugarvatn
Sveinn Þráinn Guðmundsson	M	20	00:39:40	00:01:24	04:35:43	00:00:40	00:27:57	05:45:24	2021	Laugarvatn
Guðjón Norðfjörð	M	50	00:50:05	00:02:27	04:39:31	00:01:19	00:30:06	06:03:28	2021	Laugarvatn
Ísold Norðfjörð	F	25	00:48:25	00:01:58	04:50:58	00:00:57	00:30:51	06:13:09	2021	Laugarvatn
Ragnar Saevarsson	M	45	00:37:58	00:04:35	05:08:08	00:01:39	00:30:51	06:23:11	2021	Laugarvatn
Ólafur Ingólfsson	M	50	00:50:00	00:04:01	04:57:52	00:02:37	00:30:38	06:25:08	2021	Laugarvatn
Ásgeir Elíasson	M	40.0	0:37:14	0:02:19	2:36:51	0:01:41	1:45:45	5:03:49	2006	USA. Arizona
Bryndís Baldursdóttir	F	40.0	44:55:00	3:52:00	2:59:14	3:18:00	2:22:34	6:13:52	2006	Tempe, Arizona
Birgir Skúlason	M	40.0	0:45:41		3:38:16		2:15:25	6:39:22	2009	Hafnarfjörður Ísland
Dagur Egonsson	M	45.0	0:34:44		3:25:34		1:46:24	5:46:42	2009	Hafnarfjörður Ísland
Davíð Blöndal Þorgeirsson	M	20.0	0:56:15		3:50:29		2:24:14	7:10:58	2009	Hafnarfjörður Ísland
Einar Ágúst Yngvason	M	45.0	0:40:27		3:20:21		2:02:40	6:03:28	2009	Hafnarfjörður Ísland
Erlendur Birgisson	M	50.0	0:34:37		3:08:36		1:45:33	5:28:46	2009	Hafnarfjörður Ísland
Eva Margrét Einarsdóttir	F	35.0	0:43:20		3:10:21		1:46:21	5:40:02	2009	Hafnarfjörður Ísland
Gísli Ásgeirsson	M	50.0	0:39:01		3:12:59		2:01:08	5:53:08	2009	Hafnarfjörður Ísland
Guðbjörg Rós Sigurðardóttir	F	35.0	0:38:58		3:39:35		1:57:10	6:15:43	2009	Hafnarfjörður
Guðmundur Guðnason	M	40.0	0:47:56		3:02:55		1:41:18	5:32:09	2009	Hafnarfjörður Ísland
Gylfi Guðnason	M	40.0	0:32:37		2:48:20		1:44:23	5:05:20	2009	Hafnafjörður Ísland
Heimir Hansson	M	40.0	0:43:50		3:02:44		1:55:51	5:42:25	2009	Hafnarfjörður ísland
Hildur Edda Grétarsdóttir	F	20.0	0:38:05		4:03:16		2:26:01	7:07:22	2009	Hafnarfjörður Ísland
Kristbjörn R. Sigurjónsson	M	45.0	0:47:54		3:03:21		2:01:29	5:52:44	2009	Hafnarfjörður Ísland
Stefanie Gregersen	F	30.0	39:58:00	3:17:00	3:27:17	5:59:00	2:29:20	6:45:51	2009	Hafnarfjörður Ísland
Steinn Jóhannsson	M	40.0	0:27:56		2:34:54		1:27:03	4:29:53	2009	Hafnarfjörður Ísland
Torben Gregersen	M	35.0	0:28:12		2:28:27		1:39:26	4:36:05	2009	Hafnarfjörður Ísland
Trausti Valdimarsson	M	50.0	0:34:39		2:55:33		1:41:48	5:12:00	2009	Hafnarfjörður Ísland
Baldur Már Helgason	M	30.0	0:31:33		2:51:03		1:54:50	5:17:27	2010	Hafnarfjörður Ísland
Bergþór Jóhannsson	M	40.0	0:31:28		2:43:18		2:11:16	5:26:03	2010	Hafnarfjörður Ísland
Bjarki Þórarinsson	M	25.0	0:42:31		2:48:14		2:03:24	5:34:10	2010	Hafnarfjörður Ísland
Corinna Hoffmann	F	35.0	0:46:40		3:21:07		2:14:05	6:21:53	2010	Hafnarfjörður Ísland
Dariusz Hubicki	M	35.0	0:44:57		3:16:12		1:54:50	5:56:00	2010	Hafnarfjörður Ísland
Einar Finnur Valdimarsson	M	40.0	0:46:10		2:50:48		1:36:59	5:13:58	2010	Hafnarfjörður Ísland
Erlendur Birgisson	M	50.0	0:37:29		2:41:11		1:48:54	5:07:35	2010	Hafnarfjörður Ísland
Geir Ómarsson	M	35.0	0:47:35		2:59:49		1:40:48	5:28:14	2010	Hafnarfjörður Ísland
Gísli Ásgeirsson	M	55.0	0:43:42		3:03:13		2:10:11	5:57:07	2010	Hafnarfjörður Ísland
Gylfi Guðnason	M	40.0	0:33:54		2:37:24		1:32:43	4:44:02	2010	Hafnarfjörður Ísland
Hákon Hrafn Sigurðsson	M	35.0	0:36:54		2:21:51		1:35:19	4:34:06	2010	Hafnarfjörður Ísland
Halldór Daðason	M	40.0	0:42:43		2:53:15		2:04:30	5:40:29	2010	Hafnarfjörður Ísland
Haukur J. Eiríksson	M	40.0	0:46:14		3:07:40		1:57:28	5:51:23	2010	Hafnarfjörður Ísland
Helga Árnadóttir	F	30.0	0:40:50		2:58:15		1:41:05	5:20:11	2010	Hafnarfjörður Ísland
Helgi Hinriksson	M	35.0	0:34:35		2:34:51		1:40:43	4:50:11	2010	Hafnarfjörður Ísland
Hrund Ósk Árnadóttir	F	25.0	0:40:58		3:22:51		2:09:42	6:13:32	2010	Hafnarfjörður Ísland
Hulda Björk Pálsdóttir	F	45.0	0:36:57		2:58:39		1:51:30	5:27:07	2010	Hafnarfjörður Ísland
Jón Páll Pálsson	M	40.0	0:45:15		3:15:13		2:09:41	6:10:10	2010	Hafnarfjörður Ísland
Kristbjörn R. Sigurjónsson	M	50.0	0:45:13		2:47:21		1:56:26	5:29:01	2010	Hafnarfjörður Ísland
Margrét Pálsdóttir	F	30.0	0:52:01		3:05:18		1:53:06	5:50:25	2010	Hafnarfjörður Ísland
Oddgeir Gylfason	M	50.0	0:33:22		3:02:06		1:53:51	5:29:19	2010	Hafnarfjörður Ísland
Oddur Kristjánsson	M	45.0	0:44:24	0:00:00	3:02:07	0:00:00	1:46:34	5:33:07	2010	Hafnarfjörður Ísland
Pétur Helgason	M	50.0	0:46:57		3:02:29		1:45:31	5:34:58	2010	Hafnarfjörður Ísland
Rannveig Halldórsdóttir	F	45.0	1:02:00		3:32:03		2:00:52	6:34:56	2010	Hafnarfjörður Ísland
Sigurður Ingvarsson	M	50.0	0:48:04		3:04:21		1.38:49	5:31:14	2010	Hafnarfjörður Ísland
Stefanie Gregersen	F	30.0	0:38:37	0:03:52	2:43:15	0:07:16	2:24:54	5:57:51	2010	Köln, Þýskaland
Stefanie Gregersen	F	30.0	0:40:37	0:02:45	3:04:57	0:02:25	2:21:26	6:12:11	2010	Hafnarfjörður Ísland
Steinn Jóhannsson	M	40.0	0:28:31		2:31:10		1:23:32	4:23:13	2010	Hafnarfjörður Ísland
Torben Gregersen	M	35.0	0:29:45		2:21:04		1:36:12	4:27:02	2010	Hafnarfjörður Ísland
Trausti Valdimarsson	M	50.0	0:36:18		2:41:13		1:38:56	4:56:28	2010	Hafnarfjörður Ísland
Vignir Þór Sverrisson	M	30.0	0:34:55		2:36:16		1:31:25	4:42:37	2010	Hafnarfjörður Ísland
Arnar Geirsson	M	40.0	0:41:14		2:37:57		1:35:47	4:54:58	2011	2XU Hafnarfjörður Ísland
Birna Björnsdóttir	F	35.0	0:32:32		3:01:28		1:50:17	5:24:18	2011	2XU Hafnarfjörður Ísland
Corinna Hoffmann	F	35.0	0:41:37		3:11:18		2:02:48	5:55:44	2011	2XU Hafnarfjörður Ísland
Dariusz Hubicki	M	35.0	0:41:42		2:59:14		1:54:17	5:35:13	2011	2XU Hafnarfjörður Ísland
Einar Finnur Valdimarsson	M	40.0	0:43:04		2:42:01		1:35:49	5:00:55	2011	2XU Hafnarfjörður Ísland
Erlendur Birgisson	M	55.0	0:40:13		3:00:08		1:58:33	5:38:55	2011	2XU Hafnarfjörður Ísland
Geir Ómarsson	M	35.0	0:38:45		2:47:51		1:36:48	5:03:25	2011	2XU Hafnarfjörður Ísland
Gísli Pálsson	M	40.0	1:04:35	0:06:16	3:10:02	0:06:23	2:40:37	7:07:51	2011	Köln, Þýskaland
Gylfi Guðnason	M	45.0	0:33:41		2:39:16		1:41:52	4:54:49	2011	2XU Hafnarfjörður Ísland
